Filepath,Speaker,Text,Emotion
./dataset/crema-d\AudioWAV\1004_DFA_NEU_XX.wav,Crema_1004,Don't forget a jacket,Neutral
./dataset/crema-d\AudioWAV\1004_DFA_SAD_XX.wav,Crema_1004,Don't forget a jacket,Sad
./dataset/crema-d\AudioWAV\1004_IEO_ANG_HI.wav,Crema_1004,It's eleven o'clock,Anger
./dataset/crema-d\AudioWAV\1004_IEO_ANG_LO.wav,Crema_1004,It's eleven o'clock,Anger
./dataset/crema-d\AudioWAV\1004_IEO_ANG_MD.wav,Crema_1004,It's eleven o'clock,Anger
./dataset/crema-d\AudioWAV\1004_IEO_DIS_HI.wav,Crema_1004,It's eleven o'clock,Disgust
./dataset/crema-d\AudioWAV\1004_IEO_DIS_LO.wav,Crema_1004,It's eleven o'clock,Disgust
./dataset/crema-d\AudioWAV\1004_IEO_DIS_MD.wav,Crema_1004,It's eleven o'clock,Disgust
./dataset/crema-d\AudioWAV\1004_IEO_FEA_HI.wav,Crema_1004,It's eleven o'clock,Fear
./dataset/crema-d\AudioWAV\1004_IEO_FEA_LO.wav,Crema_1004,It's eleven o'clock,Fear
./dataset/crema-d\AudioWAV\1004_IEO_FEA_MD.wav,Crema_1004,It's eleven o'clock,Fear
./dataset/crema-d\AudioWAV\1004_IEO_HAP_HI.wav,Crema_1004,It's eleven o'clock,Happy
./dataset/crema-d\AudioWAV\1004_IEO_HAP_LO.wav,Crema_1004,It's eleven o'clock,Happy
./dataset/crema-d\AudioWAV\1004_IEO_HAP_MD.wav,Crema_1004,It's eleven o'clock,Happy
./dataset/crema-d\AudioWAV\1004_IEO_NEU_XX.wav,Crema_1004,It's eleven o'clock,Neutral
./dataset/crema-d\AudioWAV\1004_IEO_SAD_HI.wav,Crema_1004,It's eleven o'clock,Sad
./dataset/crema-d\AudioWAV\1004_IEO_SAD_LO.wav,Crema_1004,It's eleven o'clock,Sad
./dataset/crema-d\AudioWAV\1004_IEO_SAD_MD.wav,Crema_1004,It's eleven o'clock,Sad
./dataset/crema-d\AudioWAV\1004_IOM_ANG_XX.wav,Crema_1004,I'm on my way to the meeting,Anger
./dataset/crema-d\AudioWAV\1004_IOM_DIS_XX.wav,Crema_1004,I'm on my way to the meeting,Disgust
./dataset/crema-d\AudioWAV\1004_IOM_FEA_XX.wav,Crema_1004,I'm on my way to the meeting,Fear
./dataset/crema-d\AudioWAV\1004_IOM_HAP_XX.wav,Crema_1004,I'm on my way to the meeting,Happy
./dataset/crema-d\AudioWAV\1004_IOM_NEU_XX.wav,Crema_1004,I'm on my way to the meeting,Neutral
./dataset/crema-d\AudioWAV\1004_IOM_SAD_XX.wav,Crema_1004,I'm on my way to the meeting,Sad
./dataset/crema-d\AudioWAV\1004_ITH_ANG_XX.wav,Crema_1004,I think I have a doctor's appointment,Anger
./dataset/crema-d\AudioWAV\1004_ITH_DIS_XX.wav,Crema_1004,I think I have a doctor's appointment,Disgust
./dataset/crema-d\AudioWAV\1004_ITH_FEA_XX.wav,Crema_1004,I think I have a doctor's appointment,Fear
./dataset/crema-d\AudioWAV\1004_ITH_HAP_XX.wav,Crema_1004,I think I have a doctor's appointment,Happy
./dataset/crema-d\AudioWAV\1004_ITH_NEU_XX.wav,Crema_1004,I think I have a doctor's appointment,Neutral
./dataset/crema-d\AudioWAV\1004_ITH_SAD_XX.wav,Crema_1004,I think I have a doctor's appointment,Sad
./dataset/crema-d\AudioWAV\1004_ITS_ANG_XX.wav,Crema_1004,I think I've seen this before,Anger
./dataset/crema-d\AudioWAV\1004_ITS_DIS_XX.wav,Crema_1004,I think I've seen this before,Disgust
./dataset/crema-d\AudioWAV\1004_ITS_FEA_XX.wav,Crema_1004,I think I've seen this before,Fear
./dataset/crema-d\AudioWAV\1004_ITS_HAP_XX.wav,Crema_1004,I think I've seen this before,Happy
./dataset/crema-d\AudioWAV\1004_ITS_NEU_XX.wav,Crema_1004,I think I've seen this before,Neutral
./dataset/crema-d\AudioWAV\1004_ITS_SAD_XX.wav,Crema_1004,I think I've seen this before,Sad
./dataset/crema-d\AudioWAV\1004_IWL_ANG_XX.wav,Crema_1004,I would like a new alarm clock,Anger
./dataset/crema-d\AudioWAV\1004_IWL_DIS_XX.wav,Crema_1004,I would like a new alarm clock,Disgust
./dataset/crema-d\AudioWAV\1004_IWL_FEA_XX.wav,Crema_1004,I would like a new alarm clock,Fear
./dataset/crema-d\AudioWAV\1004_IWL_HAP_XX.wav,Crema_1004,I would like a new alarm clock,Happy
./dataset/crema-d\AudioWAV\1004_IWL_NEU_XX.wav,Crema_1004,I would like a new alarm clock,Neutral
./dataset/crema-d\AudioWAV\1004_IWL_SAD_XX.wav,Crema_1004,I would like a new alarm clock,Sad
./dataset/crema-d\AudioWAV\1004_IWW_ANG_XX.wav,Crema_1004,I wonder what this is about,Anger
./dataset/crema-d\AudioWAV\1004_IWW_DIS_XX.wav,Crema_1004,I wonder what this is about,Disgust
./dataset/crema-d\AudioWAV\1004_IWW_FEA_XX.wav,Crema_1004,I wonder what this is about,Fear
./dataset/crema-d\AudioWAV\1004_IWW_HAP_XX.wav,Crema_1004,I wonder what this is about,Happy
./dataset/crema-d\AudioWAV\1004_IWW_NEU_XX.wav,Crema_1004,I wonder what this is about,Neutral
./dataset/crema-d\AudioWAV\1004_IWW_SAD_XX.wav,Crema_1004,I wonder what this is about,Sad
./dataset/crema-d\AudioWAV\1004_MTI_ANG_XX.wav,Crema_1004,Maybe tomorrow it will be cold,Anger
./dataset/crema-d\AudioWAV\1004_MTI_DIS_XX.wav,Crema_1004,Maybe tomorrow it will be cold,Disgust
./dataset/crema-d\AudioWAV\1004_MTI_FEA_XX.wav,Crema_1004,Maybe tomorrow it will be cold,Fear
./dataset/crema-d\AudioWAV\1004_MTI_HAP_XX.wav,Crema_1004,Maybe tomorrow it will be cold,Happy
./dataset/crema-d\AudioWAV\1004_MTI_NEU_XX.wav,Crema_1004,Maybe tomorrow it will be cold,Neutral
./dataset/crema-d\AudioWAV\1004_MTI_SAD_XX.wav,Crema_1004,Maybe tomorrow it will be cold,Sad
./dataset/crema-d\AudioWAV\1004_TAI_ANG_XX.wav,Crema_1004,The airplane is almost full,Anger
./dataset/crema-d\AudioWAV\1004_TAI_DIS_XX.wav,Crema_1004,The airplane is almost full,Disgust
./dataset/crema-d\AudioWAV\1004_TAI_FEA_XX.wav,Crema_1004,The airplane is almost full,Fear
./dataset/crema-d\AudioWAV\1004_TAI_HAP_XX.wav,Crema_1004,The airplane is almost full,Happy
./dataset/crema-d\AudioWAV\1004_TAI_NEU_XX.wav,Crema_1004,The airplane is almost full,Neutral
./dataset/crema-d\AudioWAV\1004_TAI_SAD_XX.wav,Crema_1004,The airplane is almost full,Sad
./dataset/crema-d\AudioWAV\1004_TIE_ANG_XX.wav,Crema_1004,That is exactly what happened,Anger
./dataset/crema-d\AudioWAV\1004_TIE_DIS_XX.wav,Crema_1004,That is exactly what happened,Disgust
./dataset/crema-d\AudioWAV\1004_TIE_FEA_XX.wav,Crema_1004,That is exactly what happened,Fear
./dataset/crema-d\AudioWAV\1004_TIE_HAP_XX.wav,Crema_1004,That is exactly what happened,Happy
./dataset/crema-d\AudioWAV\1004_TIE_NEU_XX.wav,Crema_1004,That is exactly what happened,Neutral
./dataset/crema-d\AudioWAV\1004_TIE_SAD_XX.wav,Crema_1004,That is exactly what happened,Sad
./dataset/crema-d\AudioWAV\1004_TSI_ANG_XX.wav,Crema_1004,The surface is slick,Anger
./dataset/crema-d\AudioWAV\1004_TSI_DIS_XX.wav,Crema_1004,The surface is slick,Disgust
./dataset/crema-d\AudioWAV\1004_TSI_FEA_XX.wav,Crema_1004,The surface is slick,Fear
./dataset/crema-d\AudioWAV\1004_TSI_HAP_XX.wav,Crema_1004,The surface is slick,Happy
./dataset/crema-d\AudioWAV\1004_TSI_NEU_XX.wav,Crema_1004,The surface is slick,Neutral
./dataset/crema-d\AudioWAV\1004_TSI_SAD_XX.wav,Crema_1004,The surface is slick,Sad
./dataset/crema-d\AudioWAV\1004_WSI_ANG_XX.wav,Crema_1004,We'll stop in a couple of minutes,Anger
./dataset/crema-d\AudioWAV\1004_WSI_DIS_XX.wav,Crema_1004,We'll stop in a couple of minutes,Disgust
./dataset/crema-d\AudioWAV\1004_WSI_FEA_XX.wav,Crema_1004,We'll stop in a couple of minutes,Fear
./dataset/crema-d\AudioWAV\1004_WSI_HAP_XX.wav,Crema_1004,We'll stop in a couple of minutes,Happy
./dataset/crema-d\AudioWAV\1004_WSI_NEU_XX.wav,Crema_1004,We'll stop in a couple of minutes,Neutral
./dataset/crema-d\AudioWAV\1004_WSI_SAD_XX.wav,Crema_1004,We'll stop in a couple of minutes,Sad
./dataset/crema-d\AudioWAV\1005_DFA_ANG_XX.wav,Crema_1005,Don't forget a jacket,Anger
./dataset/crema-d\AudioWAV\1005_DFA_DIS_XX.wav,Crema_1005,Don't forget a jacket,Disgust
./dataset/crema-d\AudioWAV\1005_DFA_FEA_XX.wav,Crema_1005,Don't forget a jacket,Fear
./dataset/crema-d\AudioWAV\1005_DFA_HAP_XX.wav,Crema_1005,Don't forget a jacket,Happy
./dataset/crema-d\AudioWAV\1005_DFA_NEU_XX.wav,Crema_1005,Don't forget a jacket,Neutral
./dataset/crema-d\AudioWAV\1005_DFA_SAD_XX.wav,Crema_1005,Don't forget a jacket,Sad
./dataset/crema-d\AudioWAV\1005_IEO_ANG_HI.wav,Crema_1005,It's eleven o'clock,Anger
./dataset/crema-d\AudioWAV\1005_IEO_ANG_LO.wav,Crema_1005,It's eleven o'clock,Anger
./dataset/crema-d\AudioWAV\1005_IEO_ANG_MD.wav,Crema_1005,It's eleven o'clock,Anger
./dataset/crema-d\AudioWAV\1005_IEO_DIS_HI.wav,Crema_1005,It's eleven o'clock,Disgust
./dataset/crema-d\AudioWAV\1005_IEO_DIS_LO.wav,Crema_1005,It's eleven o'clock,Disgust
./dataset/crema-d\AudioWAV\1005_IEO_DIS_MD.wav,Crema_1005,It's eleven o'clock,Disgust
./dataset/crema-d\AudioWAV\1005_IEO_FEA_HI.wav,Crema_1005,It's eleven o'clock,Fear
./dataset/crema-d\AudioWAV\1005_IEO_FEA_LO.wav,Crema_1005,It's eleven o'clock,Fear
./dataset/crema-d\AudioWAV\1005_IEO_FEA_MD.wav,Crema_1005,It's eleven o'clock,Fear
./dataset/crema-d\AudioWAV\1005_IEO_HAP_HI.wav,Crema_1005,It's eleven o'clock,Happy
./dataset/crema-d\AudioWAV\1005_IEO_HAP_LO.wav,Crema_1005,It's eleven o'clock,Happy
./dataset/crema-d\AudioWAV\1005_IEO_HAP_MD.wav,Crema_1005,It's eleven o'clock,Happy
./dataset/crema-d\AudioWAV\1005_IEO_NEU_XX.wav,Crema_1005,It's eleven o'clock,Neutral
./dataset/crema-d\AudioWAV\1005_IEO_SAD_HI.wav,Crema_1005,It's eleven o'clock,Sad
./dataset/crema-d\AudioWAV\1005_IEO_SAD_LO.wav,Crema_1005,It's eleven o'clock,Sad
./dataset/crema-d\AudioWAV\1005_IEO_SAD_MD.wav,Crema_1005,It's eleven o'clock,Sad
./dataset/crema-d\AudioWAV\1005_IOM_ANG_XX.wav,Crema_1005,I'm on my way to the meeting,Anger
./dataset/crema-d\AudioWAV\1005_IOM_DIS_XX.wav,Crema_1005,I'm on my way to the meeting,Disgust
./dataset/crema-d\AudioWAV\1005_IOM_FEA_XX.wav,Crema_1005,I'm on my way to the meeting,Fear
./dataset/crema-d\AudioWAV\1005_IOM_HAP_XX.wav,Crema_1005,I'm on my way to the meeting,Happy
./dataset/crema-d\AudioWAV\1005_IOM_NEU_XX.wav,Crema_1005,I'm on my way to the meeting,Neutral
./dataset/crema-d\AudioWAV\1005_IOM_SAD_XX.wav,Crema_1005,I'm on my way to the meeting,Sad
./dataset/crema-d\AudioWAV\1005_ITH_ANG_XX.wav,Crema_1005,I think I have a doctor's appointment,Anger
./dataset/crema-d\AudioWAV\1005_ITH_DIS_XX.wav,Crema_1005,I think I have a doctor's appointment,Disgust
./dataset/crema-d\AudioWAV\1005_ITH_FEA_XX.wav,Crema_1005,I think I have a doctor's appointment,Fear
./dataset/crema-d\AudioWAV\1005_ITH_HAP_XX.wav,Crema_1005,I think I have a doctor's appointment,Happy
./dataset/crema-d\AudioWAV\1005_ITH_NEU_XX.wav,Crema_1005,I think I have a doctor's appointment,Neutral
./dataset/crema-d\AudioWAV\1005_ITH_SAD_XX.wav,Crema_1005,I think I have a doctor's appointment,Sad
./dataset/crema-d\AudioWAV\1005_ITS_ANG_XX.wav,Crema_1005,I think I've seen this before,Anger
./dataset/crema-d\AudioWAV\1005_ITS_DIS_XX.wav,Crema_1005,I think I've seen this before,Disgust
./dataset/crema-d\AudioWAV\1005_ITS_FEA_XX.wav,Crema_1005,I think I've seen this before,Fear
./dataset/crema-d\AudioWAV\1005_ITS_HAP_XX.wav,Crema_1005,I think I've seen this before,Happy
./dataset/crema-d\AudioWAV\1005_ITS_NEU_XX.wav,Crema_1005,I think I've seen this before,Neutral
./dataset/crema-d\AudioWAV\1005_ITS_SAD_XX.wav,Crema_1005,I think I've seen this before,Sad
./dataset/crema-d\AudioWAV\1005_IWL_ANG_XX.wav,Crema_1005,I would like a new alarm clock,Anger
./dataset/crema-d\AudioWAV\1005_IWL_DIS_XX.wav,Crema_1005,I would like a new alarm clock,Disgust
./dataset/crema-d\AudioWAV\1005_IWL_FEA_XX.wav,Crema_1005,I would like a new alarm clock,Fear
./dataset/crema-d\AudioWAV\1005_IWL_HAP_XX.wav,Crema_1005,I would like a new alarm clock,Happy
./dataset/crema-d\AudioWAV\1005_IWL_NEU_XX.wav,Crema_1005,I would like a new alarm clock,Neutral
./dataset/crema-d\AudioWAV\1005_IWL_SAD_XX.wav,Crema_1005,I would like a new alarm clock,Sad
./dataset/crema-d\AudioWAV\1005_IWW_ANG_XX.wav,Crema_1005,I wonder what this is about,Anger
./dataset/crema-d\AudioWAV\1005_IWW_DIS_XX.wav,Crema_1005,I wonder what this is about,Disgust
./dataset/crema-d\AudioWAV\1005_IWW_FEA_XX.wav,Crema_1005,I wonder what this is about,Fear
./dataset/crema-d\AudioWAV\1005_IWW_HAP_XX.wav,Crema_1005,I wonder what this is about,Happy
./dataset/crema-d\AudioWAV\1005_IWW_NEU_XX.wav,Crema_1005,I wonder what this is about,Neutral
./dataset/crema-d\AudioWAV\1005_IWW_SAD_XX.wav,Crema_1005,I wonder what this is about,Sad
./dataset/crema-d\AudioWAV\1005_MTI_ANG_XX.wav,Crema_1005,Maybe tomorrow it will be cold,Anger
./dataset/crema-d\AudioWAV\1005_MTI_DIS_XX.wav,Crema_1005,Maybe tomorrow it will be cold,Disgust
./dataset/crema-d\AudioWAV\1005_MTI_FEA_XX.wav,Crema_1005,Maybe tomorrow it will be cold,Fear
./dataset/crema-d\AudioWAV\1005_MTI_HAP_XX.wav,Crema_1005,Maybe tomorrow it will be cold,Happy
./dataset/crema-d\AudioWAV\1005_MTI_NEU_XX.wav,Crema_1005,Maybe tomorrow it will be cold,Neutral
./dataset/crema-d\AudioWAV\1005_MTI_SAD_XX.wav,Crema_1005,Maybe tomorrow it will be cold,Sad
./dataset/crema-d\AudioWAV\1005_TAI_ANG_XX.wav,Crema_1005,The airplane is almost full,Anger
./dataset/crema-d\AudioWAV\1005_TAI_DIS_XX.wav,Crema_1005,The airplane is almost full,Disgust
./dataset/crema-d\AudioWAV\1005_TAI_FEA_XX.wav,Crema_1005,The airplane is almost full,Fear
./dataset/crema-d\AudioWAV\1005_TAI_HAP_XX.wav,Crema_1005,The airplane is almost full,Happy
./dataset/crema-d\AudioWAV\1005_TAI_NEU_XX.wav,Crema_1005,The airplane is almost full,Neutral
./dataset/crema-d\AudioWAV\1005_TAI_SAD_XX.wav,Crema_1005,The airplane is almost full,Sad
./dataset/crema-d\AudioWAV\1005_TIE_ANG_XX.wav,Crema_1005,That is exactly what happened,Anger
./dataset/crema-d\AudioWAV\1005_TIE_DIS_XX.wav,Crema_1005,That is exactly what happened,Disgust
./dataset/crema-d\AudioWAV\1005_TIE_FEA_XX.wav,Crema_1005,That is exactly what happened,Fear
./dataset/crema-d\AudioWAV\1005_TIE_HAP_XX.wav,Crema_1005,That is exactly what happened,Happy
./dataset/crema-d\AudioWAV\1005_TIE_NEU_XX.wav,Crema_1005,That is exactly what happened,Neutral
./dataset/crema-d\AudioWAV\1005_TIE_SAD_XX.wav,Crema_1005,That is exactly what happened,Sad
./dataset/crema-d\AudioWAV\1005_TSI_ANG_XX.wav,Crema_1005,The surface is slick,Anger
./dataset/crema-d\AudioWAV\1005_TSI_DIS_XX.wav,Crema_1005,The surface is slick,Disgust
./dataset/crema-d\AudioWAV\1005_TSI_FEA_XX.wav,Crema_1005,The surface is slick,Fear
./dataset/crema-d\AudioWAV\1005_TSI_HAP_XX.wav,Crema_1005,The surface is slick,Happy
./dataset/crema-d\AudioWAV\1005_TSI_NEU_XX.wav,Crema_1005,The surface is slick,Neutral
./dataset/crema-d\AudioWAV\1005_TSI_SAD_XX.wav,Crema_1005,The surface is slick,Sad
./dataset/crema-d\AudioWAV\1005_WSI_ANG_XX.wav,Crema_1005,We'll stop in a couple of minutes,Anger
./dataset/crema-d\AudioWAV\1005_WSI_DIS_XX.wav,Crema_1005,We'll stop in a couple of minutes,Disgust
./dataset/crema-d\AudioWAV\1005_WSI_FEA_XX.wav,Crema_1005,We'll stop in a couple of minutes,Fear
./dataset/crema-d\AudioWAV\1005_WSI_HAP_XX.wav,Crema_1005,We'll stop in a couple of minutes,Happy
./dataset/crema-d\AudioWAV\1005_WSI_NEU_XX.wav,Crema_1005,We'll stop in a couple of minutes,Neutral
./dataset/crema-d\AudioWAV\1005_WSI_SAD_XX.wav,Crema_1005,We'll stop in a couple of minutes,Sad
./dataset/crema-d\AudioWAV\1006_DFA_ANG_XX.wav,Crema_1006,Don't forget a jacket,Anger
./dataset/crema-d\AudioWAV\1006_DFA_DIS_XX.wav,Crema_1006,Don't forget a jacket,Disgust
./dataset/crema-d\AudioWAV\1006_DFA_FEA_XX.wav,Crema_1006,Don't forget a jacket,Fear
./dataset/crema-d\AudioWAV\1006_DFA_HAP_XX.wav,Crema_1006,Don't forget a jacket,Happy
./dataset/crema-d\AudioWAV\1006_DFA_NEU_XX.wav,Crema_1006,Don't forget a jacket,Neutral
./dataset/crema-d\AudioWAV\1006_DFA_SAD_XX.wav,Crema_1006,Don't forget a jacket,Sad
./dataset/crema-d\AudioWAV\1006_IEO_ANG_HI.wav,Crema_1006,It's eleven o'clock,Anger
./dataset/crema-d\AudioWAV\1006_IEO_ANG_LO.wav,Crema_1006,It's eleven o'clock,Anger
./dataset/crema-d\AudioWAV\1006_IEO_ANG_MD.wav,Crema_1006,It's eleven o'clock,Anger
./dataset/crema-d\AudioWAV\1006_IEO_DIS_HI.wav,Crema_1006,It's eleven o'clock,Disgust
./dataset/crema-d\AudioWAV\1006_IEO_DIS_LO.wav,Crema_1006,It's eleven o'clock,Disgust
./dataset/crema-d\AudioWAV\1006_IEO_DIS_MD.wav,Crema_1006,It's eleven o'clock,Disgust
./dataset/crema-d\AudioWAV\1006_IEO_FEA_HI.wav,Crema_1006,It's eleven o'clock,Fear
./dataset/crema-d\AudioWAV\1006_IEO_FEA_LO.wav,Crema_1006,It's eleven o'clock,Fear
./dataset/crema-d\AudioWAV\1006_IEO_FEA_MD.wav,Crema_1006,It's eleven o'clock,Fear
./dataset/crema-d\AudioWAV\1006_IEO_HAP_HI.wav,Crema_1006,It's eleven o'clock,Happy
./dataset/crema-d\AudioWAV\1006_IEO_HAP_LO.wav,Crema_1006,It's eleven o'clock,Happy
./dataset/crema-d\AudioWAV\1006_IEO_HAP_MD.wav,Crema_1006,It's eleven o'clock,Happy
./dataset/crema-d\AudioWAV\1006_IEO_NEU_XX.wav,Crema_1006,It's eleven o'clock,Neutral
./dataset/crema-d\AudioWAV\1006_IEO_SAD_HI.wav,Crema_1006,It's eleven o'clock,Sad
./dataset/crema-d\AudioWAV\1006_IEO_SAD_LO.wav,Crema_1006,It's eleven o'clock,Sad
./dataset/crema-d\AudioWAV\1006_IEO_SAD_MD.wav,Crema_1006,It's eleven o'clock,Sad
./dataset/crema-d\AudioWAV\1006_IOM_ANG_XX.wav,Crema_1006,I'm on my way to the meeting,Anger
./dataset/crema-d\AudioWAV\1006_IOM_DIS_XX.wav,Crema_1006,I'm on my way to the meeting,Disgust
./dataset/crema-d\AudioWAV\1006_IOM_FEA_XX.wav,Crema_1006,I'm on my way to the meeting,Fear
./dataset/crema-d\AudioWAV\1006_IOM_HAP_XX.wav,Crema_1006,I'm on my way to the meeting,Happy
./dataset/crema-d\AudioWAV\1006_IOM_NEU_XX.wav,Crema_1006,I'm on my way to the meeting,Neutral
./dataset/crema-d\AudioWAV\1006_IOM_SAD_XX.wav,Crema_1006,I'm on my way to the meeting,Sad
./dataset/crema-d\AudioWAV\1006_ITH_ANG_XX.wav,Crema_1006,I think I have a doctor's appointment,Anger
./dataset/crema-d\AudioWAV\1006_ITH_DIS_XX.wav,Crema_1006,I think I have a doctor's appointment,Disgust
./dataset/crema-d\AudioWAV\1006_ITH_FEA_XX.wav,Crema_1006,I think I have a doctor's appointment,Fear
./dataset/crema-d\AudioWAV\1006_ITH_HAP_XX.wav,Crema_1006,I think I have a doctor's appointment,Happy
./dataset/crema-d\AudioWAV\1006_ITH_NEU_XX.wav,Crema_1006,I think I have a doctor's appointment,Neutral
./dataset/crema-d\AudioWAV\1006_ITH_SAD_XX.wav,Crema_1006,I think I have a doctor's appointment,Sad
./dataset/crema-d\AudioWAV\1006_ITS_ANG_XX.wav,Crema_1006,I think I've seen this before,Anger
./dataset/crema-d\AudioWAV\1006_ITS_DIS_XX.wav,Crema_1006,I think I've seen this before,Disgust
./dataset/crema-d\AudioWAV\1006_ITS_FEA_XX.wav,Crema_1006,I think I've seen this before,Fear
./dataset/crema-d\AudioWAV\1006_ITS_HAP_XX.wav,Crema_1006,I think I've seen this before,Happy
./dataset/crema-d\AudioWAV\1006_ITS_NEU_XX.wav,Crema_1006,I think I've seen this before,Neutral
./dataset/crema-d\AudioWAV\1006_ITS_SAD_XX.wav,Crema_1006,I think I've seen this before,Sad
./dataset/crema-d\AudioWAV\1006_IWL_ANG_XX.wav,Crema_1006,I would like a new alarm clock,Anger
./dataset/crema-d\AudioWAV\1006_IWL_DIS_XX.wav,Crema_1006,I would like a new alarm clock,Disgust
./dataset/crema-d\AudioWAV\1006_IWL_FEA_XX.wav,Crema_1006,I would like a new alarm clock,Fear
./dataset/crema-d\AudioWAV\1006_IWL_HAP_XX.wav,Crema_1006,I would like a new alarm clock,Happy
./dataset/crema-d\AudioWAV\1006_IWL_NEU_XX.wav,Crema_1006,I would like a new alarm clock,Neutral
./dataset/crema-d\AudioWAV\1006_IWL_SAD_XX.wav,Crema_1006,I would like a new alarm clock,Sad
./dataset/crema-d\AudioWAV\1006_IWW_ANG_XX.wav,Crema_1006,I wonder what this is about,Anger
./dataset/crema-d\AudioWAV\1006_IWW_DIS_XX.wav,Crema_1006,I wonder what this is about,Disgust
./dataset/crema-d\AudioWAV\1006_IWW_FEA_XX.wav,Crema_1006,I wonder what this is about,Fear
./dataset/crema-d\AudioWAV\1006_IWW_HAP_XX.wav,Crema_1006,I wonder what this is about,Happy
./dataset/crema-d\AudioWAV\1006_IWW_NEU_XX.wav,Crema_1006,I wonder what this is about,Neutral
./dataset/crema-d\AudioWAV\1006_IWW_SAD_XX.wav,Crema_1006,I wonder what this is about,Sad
./dataset/crema-d\AudioWAV\1006_MTI_ANG_XX.wav,Crema_1006,Maybe tomorrow it will be cold,Anger
./dataset/crema-d\AudioWAV\1006_MTI_DIS_XX.wav,Crema_1006,Maybe tomorrow it will be cold,Disgust
./dataset/crema-d\AudioWAV\1006_MTI_FEA_XX.wav,Crema_1006,Maybe tomorrow it will be cold,Fear
./dataset/crema-d\AudioWAV\1006_MTI_HAP_XX.wav,Crema_1006,Maybe tomorrow it will be cold,Happy
./dataset/crema-d\AudioWAV\1006_MTI_NEU_XX.wav,Crema_1006,Maybe tomorrow it will be cold,Neutral
./dataset/crema-d\AudioWAV\1006_MTI_SAD_XX.wav,Crema_1006,Maybe tomorrow it will be cold,Sad
./dataset/crema-d\AudioWAV\1006_TAI_ANG_XX.wav,Crema_1006,The airplane is almost full,Anger
./dataset/crema-d\AudioWAV\1006_TAI_DIS_XX.wav,Crema_1006,The airplane is almost full,Disgust
./dataset/crema-d\AudioWAV\1006_TAI_FEA_XX.wav,Crema_1006,The airplane is almost full,Fear
./dataset/crema-d\AudioWAV\1006_TAI_HAP_XX.wav,Crema_1006,The airplane is almost full,Happy
./dataset/crema-d\AudioWAV\1006_TAI_NEU_XX.wav,Crema_1006,The airplane is almost full,Neutral
./dataset/crema-d\AudioWAV\1006_TAI_SAD_XX.wav,Crema_1006,The airplane is almost full,Sad
./dataset/crema-d\AudioWAV\1006_TIE_ANG_XX.wav,Crema_1006,That is exactly what happened,Anger
./dataset/crema-d\AudioWAV\1006_TIE_DIS_XX.wav,Crema_1006,That is exactly what happened,Disgust
./dataset/crema-d\AudioWAV\1006_TIE_FEA_XX.wav,Crema_1006,That is exactly what happened,Fear
./dataset/crema-d\AudioWAV\1006_TIE_HAP_XX.wav,Crema_1006,That is exactly what happened,Happy
./dataset/crema-d\AudioWAV\1006_TIE_NEU_XX.wav,Crema_1006,That is exactly what happened,Neutral
./dataset/crema-d\AudioWAV\1006_TIE_SAD_XX.wav,Crema_1006,That is exactly what happened,Sad
./dataset/crema-d\AudioWAV\1006_TSI_ANG_XX.wav,Crema_1006,The surface is slick,Anger
./dataset/crema-d\AudioWAV\1006_TSI_DIS_XX.wav,Crema_1006,The surface is slick,Disgust
./dataset/crema-d\AudioWAV\1006_TSI_FEA_XX.wav,Crema_1006,The surface is slick,Fear
./dataset/crema-d\AudioWAV\1006_TSI_HAP_XX.wav,Crema_1006,The surface is slick,Happy
./dataset/crema-d\AudioWAV\1006_TSI_NEU_XX.wav,Crema_1006,The surface is slick,Neutral
./dataset/crema-d\AudioWAV\1006_TSI_SAD_XX.wav,Crema_1006,The surface is slick,Sad
./dataset/crema-d\AudioWAV\1006_WSI_ANG_XX.wav,Crema_1006,We'll stop in a couple of minutes,Anger
./dataset/crema-d\AudioWAV\1006_WSI_DIS_XX.wav,Crema_1006,We'll stop in a couple of minutes,Disgust
